latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.87241,28.15405,338.43,0.33,0.55,2022-06-23,1024,1,VIIRS,n,2.0NRT,300.03,16.6,D
36.87326,28.15746,353.98,0.33,0.55,2022-06-23,1024,1,VIIRS,n,2.0NRT,311.48,29.18,D
36.87489,28.16395,349.75,0.33,0.55,2022-06-23,1024,1,VIIRS,n,2.0NRT,306.51,32.32,D
36.87536,28.10189,350.71,0.33,0.55,2022-06-23,1024,1,VIIRS,n,2.0NRT,303.57,13.9,D
36.8656,28.15799,334.71,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.14,11.36,D
36.86578,28.16464,354.89,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.03,25.18,D
36.86599,28.17185,367,0.58,0.7,2022-06-23,1204,1,VIIRS,h,2.0NRT,299,25.18,D
36.85954,28.17291,335.47,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,295.95,7.5,D
36.84631,28.16267,340.11,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,296.42,5.18,D
36.87143,28.15736,343.3,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.59,19.2,D
36.87168,28.16464,336.91,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.71,19.2,D
36.87194,28.17209,353.99,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,300.51,40.43,D
36.87219,28.17956,367,0.58,0.7,2022-06-23,1204,1,VIIRS,h,2.0NRT,296.89,40.43,D
36.86521,28.16475,355.48,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.47,19.2,D
36.86545,28.17194,367,0.58,0.7,2022-06-23,1204,1,VIIRS,h,2.0NRT,300.45,40.43,D
36.84573,28.16293,339.4,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,296.74,2.69,D
36.85663,28.1019,344.98,0.58,0.69,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.55,7.99,D
36.85018,28.10197,339.71,0.58,0.69,2022-06-23,1204,1,VIIRS,n,2.0NRT,297.84,7.99,D
36.84458,28.12774,337.54,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,299.05,5.2,D
36.85737,28.09525,350.39,0.58,0.69,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.84,9.97,D
36.85093,28.09583,338.4,0.58,0.69,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.05,9.97,D
36.8511,28.10188,345.28,0.58,0.69,2022-06-23,1204,1,VIIRS,n,2.0NRT,297.73,16.73,D
36.84535,28.12751,337.32,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,299.05,6.4,D
36.85642,28.09557,353.99,0.58,0.69,2022-06-23,1204,1,VIIRS,n,2.0NRT,299.51,7.99,D
36.87205,28.15712,342.02,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.62,11.36,D
36.87226,28.16453,334.87,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,298.84,25.18,D
36.87247,28.17204,354.86,0.58,0.7,2022-06-23,1204,1,VIIRS,n,2.0NRT,300.04,25.18,D
36.87268,28.17949,367,0.58,0.7,2022-06-23,1204,1,VIIRS,h,2.0NRT,296.49,42.18,D
